namapemda,provinsi,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,13213835100.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,1059569280053.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,648139449230.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,514. Belanja Subsidi,514. Belanja Subsidi,6000000000.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,132746452229.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,12498249000.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,57372315595.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,78268826635.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,77089621720.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,3539914000.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,15000000000.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,4877597000.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,537034751430.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,242793170198.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,66. Pengeluaran Pembiayaan Lainnya,621. Pembentukan Dana Cadangan,621. Pembentukan Dana Cadangan,25000000000.0
Kab. Sumenep,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,6300000000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,43711500000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,25578999406.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,5408000000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,205099421578.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1419366715000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,106031854757.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,4860000000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,0.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,818692928697.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,514223340571.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,513. Belanja Bunga,513. Belanja Bunga,14793125000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,47016858654.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,2535850000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,4041350000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,66620513869.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,56206011422.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,37226973900.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,2629136276.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,526. Belanja Modal Aset Lainnya,520. Belanja Modal,84614158.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,23643031580.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,7423550000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,268872346000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,142750319386.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,63. Penerimaan Pembiayaan Lainnya,615. Penerimaan Kembali Pemberian Pinjaman Daerah,615. Penerimaan Kembali Pemberian Pinjaman Daerah,202820000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,66. Pengeluaran Pembiayaan Lainnya,621. Pembentukan Dana Cadangan,621. Pembentukan Dana Cadangan,29000000000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,3000000000.0
Kab. Trenggalek,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,65. Pembayaran Pokok Utang,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,57000000000.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,344148900000.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,22782238202.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,19283189500.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,228002518800.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,2295513517800.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,152153825000.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,777032000.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,0.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,1200120340281.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,645342312730.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,87317966974.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,8065520492.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,8880175055.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,89571251212.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,188594841349.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,481265364558.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,5769313778.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,10105644372.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,36854117501.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,439100896000.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,208271023000.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,63. Penerimaan Pembiayaan Lainnya,615. Penerimaan Kembali Pemberian Pinjaman Daerah,615. Penerimaan Kembali Pemberian Pinjaman Daerah,55500000.0
Kab. Tuban,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,66. Pengeluaran Pembiayaan Lainnya,621. Pembentukan Dana Cadangan,621. Pembentukan Dana Cadangan,70000000000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,120397000000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,16635204500.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,6414278103.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,421000753000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1849625369000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,161366121524.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,1262606351764.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,598115295321.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,87091098500.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,25522850000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,31790053000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,92583460449.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,157299278181.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,46488764912.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,12975895000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,20000000000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,12509700000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,388455979000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,180000000000.0
Kab. Tulungagung,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,66. Pengeluaran Pembiayaan Lainnya,621. Pembentukan Dana Cadangan,621. Pembentukan Dana Cadangan,20000000000.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,45150054610.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,10387488251.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1469069219.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,126881364900.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,619662383000.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,95543276000.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,8239176000.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,330567409152.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,483515934725.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,21860148257.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,21776930052.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,2700000000.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,31782456986.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,75651725500.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,46364303327.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,2758298008.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,4000000000.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,138644394027.0
Kota Blitar,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,66. Pengeluaran Pembiayaan Lainnya,621. Pembentukan Dana Cadangan,621. Pembentukan Dana Cadangan,25000000000.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,124310000000.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,28341438250.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1982863784.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,161037706973.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,958732085618.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,104498632367.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,670150838983.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,678153040216.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,89698670150.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,10526619300.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,57726405606.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,161776132116.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,62375489847.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,913409500.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,526. Belanja Modal Aset Lainnya,520. Belanja Modal,600000000.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,12000000000.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,620370000.0
Kota Kediri,Provinsi Jawa Timur,Jawa,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,390638248726.0
